CVE_ID,dependents,upstream_GAV,severity,cvss,CWE,Link Presence,stars_count_at_commit,commits_count_at_commit,rq1_reporting,upstream_GA,rq2_class,pattern,in_analysis
CVE-2007-1358,2,tomcat:tomcat-http11:4.1.34,Low,2.6,CWE-79,contains links,0.0,236.0,Transparent,tomcat:tomcat-http11,,,False
CVE-2007-5615,3,org.mortbay.jetty:jetty:6.1.5,Medium,5.0,CWE-94,no links,0.0,3869.0,Silent,org.mortbay.jetty:jetty,,,False
CVE-2008-1947,5,org.apache.tomcat:catalina:6.0.16,Medium,4.3,CWE-79,contains links,0.0,1619.0,Transparent,org.apache.tomcat:catalina,,,False
CVE-2008-5515,19,org.apache.tomcat:catalina:6.0.18,Medium,5.0,CWE-22,contains links,0.0,2173.0,Transparent,org.apache.tomcat:catalina,,,False
CVE-2008-6505,4,org.apache.struts:struts2-core:2.1.2,Medium,5.0,CWE-22,contains links,0.0,2106.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2009-0783,19,org.apache.tomcat:catalina:6.0.18,Medium,4.6,CWE-200,contains links,0.0,1548.0,Transparent,org.apache.tomcat:catalina,,,False
CVE-2009-1523,21,org.mortbay.jetty:jetty-util:6.1.14,Medium,5.0,CWE-22,no links,0.0,7538.0,Silent,org.mortbay.jetty:jetty-util,,,False
CVE-2009-1554,2,com.sun.woodstock:webui-jsf:4.2,Medium,4.3,CWE-79,no links,0.0,14.0,Silent,com.sun.woodstock:webui-jsf,,,False
CVE-2009-2693,13,tomcat:catalina:5.5.23,Medium,5.8,CWE-22,contains links,0.0,172.0,Transparent,tomcat:catalina,,,False
CVE-2009-2901,19,org.apache.tomcat:catalina:6.0.18,Medium,4.3,CWE-264,contains links,0.0,172.0,Transparent,org.apache.tomcat:catalina,,,False
CVE-2009-2902,13,tomcat:catalina:5.5.23,Medium,4.3,CWE-22,contains links,0.0,3408.0,Transparent,tomcat:catalina,,,False
CVE-2010-1157,19,org.apache.tomcat:catalina:6.0.18,Low,2.6,CWE-200,contains links,0.0,4120.0,Transparent,org.apache.tomcat:catalina,,,False
CVE-2010-1330,2,org.jruby.jcodings:jcodings:1.0.1,Medium,4.3,CWE-79,no links,7.0,21.0,Silent,org.jruby.jcodings:jcodings,,,False
CVE-2010-1622,90,org.springframework:spring-beans:2.5.6,Medium,6.0,CWE-94,no links,0.0,3236.0,Silent,org.springframework:spring-beans,Silent,S1,True
CVE-2010-2227,4,org.apache.tomcat:coyote:6.0.18,Medium,6.4,CWE-119,contains links,0.0,4532.0,Transparent,org.apache.tomcat:coyote,,,False
CVE-2010-2232,54,org.apache.derby:derby:10.5.3.0_1,Medium,5.0,CWE-284,contains links,0.0,5517.0,Transparent,org.apache.derby:derby,,,False
CVE-2010-3718,6,org.apache.tomcat:tomcat-catalina:7.0.0,Low,1.2,,contains links,0.0,5092.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2010-4172,6,org.apache.tomcat:tomcat-catalina:7.0.0,Medium,4.3,CWE-79,contains links,0.0,5351.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2010-5327,1,com.liferay.portal:portal-impl:6.2.4,Medium,6.5,CWE-264,no links,5.0,169689.0,Silent,com.liferay.portal:portal-impl,,,False
CVE-2011-0013,6,org.apache.tomcat:tomcat-catalina:7.0.0,Medium,4.3,CWE-79,contains links,0.0,5665.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-0534,17,org.apache.tomcat:tomcat-coyote:7.0.5,Medium,5.0,CWE-399,contains links,0.0,5820.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2011-1088,11,org.apache.tomcat.embed:tomcat-embed-core:7.0.8,Medium,5.8,,contains links,0.0,6015.0,Transparent,org.apache.tomcat.embed:tomcat-embed-core,,,False
CVE-2011-1183,4,org.apache.tomcat:tomcat-catalina:7.0.12,Medium,5.8,,contains links,0.0,6197.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-1184,3,org.apache.tomcat:tomcat-catalina:7.0.8,Medium,5.0,CWE-264,contains links,0.0,6201.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-1419,3,org.apache.tomcat:tomcat-catalina:7.0.8,Medium,5.8,,contains links,0.0,6059.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-1475,1,org.apache.tomcat:tomcat-coyote:7.0.8,Medium,5.0,CWE-20,contains links,0.0,6158.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2011-1498,132,org.apache.httpcomponents:httpclient:4.0.1,Medium,4.3,CWE-200,contains links,22.0,1359.0,Transparent,org.apache.httpcomponents:httpclient,,,False
CVE-2011-1582,4,org.apache.tomcat:tomcat-catalina:7.0.12,Medium,4.3,CWE-264,contains links,0.0,6318.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-1772,1,org.apache.struts.xwork:xwork-core:2.2.1.1,Low,2.6,CWE-79,contains links,0.0,2703.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2011-2088,1,org.apache.struts.xwork:xwork-core:2.2.1.1,Medium,5.0,CWE-200,contains links,0.0,2703.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2011-2204,3,org.apache.tomcat:tomcat-catalina:7.0.8,Low,1.9,CWE-200,contains links,0.0,6610.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-2481,3,org.apache.tomcat:tomcat-catalina:7.0.8,Medium,4.6,,contains links,0.0,6585.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-2526,13,tomcat:catalina:5.5.23,Medium,4.4,CWE-20,contains links,0.0,6784.0,Transparent,tomcat:catalina,,,False
CVE-2011-2730,7,org.springframework:spring-web:2.5.6.SEC02,High,7.5,CWE-16,no links,658.0,4460.0,Silent,org.springframework:spring-web,,,False
CVE-2011-2731,12,org.springframework.security:spring-security-core:2.0.4,Medium,5.1,CWE-362,no links,0.0,4514.0,Silent,org.springframework.security:spring-security-core,,,False
CVE-2011-2732,12,org.springframework.security:spring-security-core:2.0.4,Medium,4.3,CWE-94,no links,0.0,4514.0,Silent,org.springframework.security:spring-security-core,,,False
CVE-2011-2894,185,org.springframework:spring-core:3.0.5.RELEASE,Medium,6.8,CWE-502,no links,653.0,4411.0,Silent,org.springframework:spring-core,Silent,S1,True
CVE-2011-3190,17,org.apache.tomcat:tomcat-coyote:7.0.5,High,7.5,CWE-264,contains links,0.0,6986.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2011-3376,1,org.apache.tomcat.embed:tomcat-embed-core:7.0.19,Medium,4.4,CWE-264,contains links,0.0,7128.0,Transparent,org.apache.tomcat.embed:tomcat-embed-core,,,False
CVE-2011-3923,4,org.apache.struts.xwork:xwork-core:2.2.3.1,High,7.5,CWE-732,contains links,0.0,2889.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2011-4343,4,org.apache.myfaces.core:myfaces-api:2.0.2,Medium,5.0,CWE-200,contains links,0.0,3266.0,Transparent,org.apache.myfaces.core:myfaces-api,,,False
CVE-2011-4461,9,org.eclipse.jetty:jetty-servlets:7.5.4.v20111024,Medium,5.0,CWE-310,no links,74.0,3203.0,Silent,org.eclipse.jetty:jetty-servlets,,,False
CVE-2011-4905,1,org.apache.activemq:activemq-core:5.4.2,Medium,5.0,CWE-399,contains links,36.0,5604.0,Transparent,org.apache.activemq:activemq-core,,,False
CVE-2011-5062,3,org.apache.tomcat:tomcat-catalina:7.0.8,Medium,5.0,CWE-264,contains links,0.0,6201.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2011-5063,13,tomcat:catalina:5.5.23,Medium,4.3,CWE-287,contains links,0.0,653.0,Transparent,tomcat:catalina,,,False
CVE-2011-5064,13,tomcat:catalina:5.5.23,Medium,4.3,CWE-310,contains links,0.0,653.0,Transparent,tomcat:catalina,,,False
CVE-2012-0022,2,tomcat:tomcat-coyote:5.5.23,Medium,5.0,CWE-189,contains links,0.0,738.0,Transparent,tomcat:tomcat-coyote,,,False
CVE-2012-0047,77,org.apache.wicket:wicket:1.4.17,Medium,4.3,CWE-79,no links,100.0,15540.0,Silent,org.apache.wicket:wicket,,,False
CVE-2012-0213,5,org.apache.poi:poi-scratchpad:3.6,Medium,5.0,CWE-399,contains links,28.0,5188.0,Transparent,org.apache.poi:poi-scratchpad,,,False
CVE-2012-0391,3,org.apache.struts.xwork:xwork-core:2.2.3,Critical,9.3,CWE-20,contains links,0.0,2810.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2012-0392,6,org.apache.struts:struts2-core:2.1.8.1,Medium,6.8,,contains links,0.0,2812.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2012-0393,6,org.apache.struts:struts2-core:2.1.8.1,Medium,6.4,CWE-264,contains links,0.0,2880.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2012-0394,4,org.apache.struts.xwork:xwork-core:2.2.3.1,Medium,6.8,CWE-94,contains links,0.0,2812.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2012-0838,3,org.apache.struts.xwork:xwork-core:2.2.3,Critical,10.0,CWE-20,contains links,0.0,2812.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2012-0881,4,org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces:2.11.0_1,High,7.8,CWE-399,contains links,2.0,5428.0,Transparent,org.apache.servicemix.bundles:org.apache.servicemix.bundles.xerces,,,False
CVE-2012-1089,13,org.apache.wicket:wicket-core:1.5.3,Medium,5.0,CWE-22,no links,102.0,15724.0,Silent,org.apache.wicket:wicket-core,Silent,S1,True
CVE-2012-2098,61,org.apache.commons:commons-compress:1.5,Medium,5.0,CWE-310,contains links,1.0,1048.0,Transparent,org.apache.commons:commons-compress,,,False
CVE-2012-2733,6,org.apache.tomcat:tomcat-coyote:7.0.27,Medium,5.0,CWE-20,contains links,38.0,8300.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2012-3353,1,org.apache.sling:org.apache.sling.jcr.contentloader:2.1.0,Medium,5.0,CWE-200,contains links,0.0,104.0,Transparent,org.apache.sling:org.apache.sling.jcr.contentloader,,,False
CVE-2012-3376,3,org.apache.hadoop:hadoop-hdfs:2.0.0-alpha,High,7.5,CWE-310,contains links,0.0,3224.0,Transparent,org.apache.hadoop:hadoop-hdfs,,,False
CVE-2012-3428,2,org.jboss.ironjacamar:ironjacamar-deployers-common:1.0.9.Final,Medium,4.3,CWE-255,no links,0.0,1716.0,Silent,org.jboss.ironjacamar:ironjacamar-deployers-common,,,False
CVE-2012-3544,6,org.apache.tomcat:tomcat-coyote:7.0.27,Medium,5.0,CWE-20,contains links,40.0,8731.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2012-4386,6,org.apache.struts:struts2-core:2.1.8.1,Medium,6.8,CWE-352,contains links,0.0,3004.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2012-4387,4,org.apache.struts.xwork:xwork-core:2.2.3.1,Medium,5.0,CWE-264,contains links,0.0,3005.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2012-4431,9,org.apache.tomcat:tomcat-catalina:7.0.27,Medium,4.3,CWE-264,contains links,41.0,8854.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2012-5055,4,org.springframework.security:spring-security-core:2.0.5.RELEASE,Medium,5.0,CWE-200,no links,140.0,4674.0,Silent,org.springframework.security:spring-security-core,,,False
CVE-2012-5370,1,org.jruby:jruby-core:1.7.0.RC1,Medium,5.0,CWE-310,contains links,1025.0,17216.0,Transparent,org.jruby:jruby-core,,,False
CVE-2012-5633,1,org.apache.cxf:cxf-rt-ws-security:2.5.1,Medium,5.8,CWE-287,contains links,0.0,6364.0,Transparent,org.apache.cxf:cxf-rt-ws-security,,,False
CVE-2012-5812,2,ch.acra:acra:4.3.0,Medium,5.8,CWE-20,no links,236.0,334.0,Silent,ch.acra:acra,,,False
CVE-2012-5885,13,tomcat:catalina:5.5.23,Medium,5.0,CWE-264,contains links,0.0,816.0,Transparent,tomcat:catalina,,,False
CVE-2012-5886,13,tomcat:catalina:5.5.23,Medium,5.0,CWE-287,contains links,0.0,816.0,Transparent,tomcat:catalina,,,False
CVE-2012-5887,13,tomcat:catalina:5.5.23,Medium,5.0,CWE-287,contains links,0.0,816.0,Transparent,tomcat:catalina,,,False
CVE-2012-6092,1,org.apache.activemq:activemq-web:5.6.0,Medium,4.3,CWE-79,contains links,44.0,6301.0,Transparent,org.apache.activemq:activemq-web,,,False
CVE-2012-6153,217,org.apache.httpcomponents:httpclient:4.1.2,Medium,4.3,CWE-20,contains links,37.0,1747.0,Transparent,org.apache.httpcomponents:httpclient,,,False
CVE-2012-6612,8,org.apache.solr:solr-core:4.0.0,High,7.5,,contains links,0.0,15101.0,Transparent,org.apache.solr:solr-core,,,False
CVE-2013-0239,1,org.apache.cxf:cxf-rt-ws-security:2.5.1,Medium,5.0,CWE-287,contains links,0.0,6512.0,Transparent,org.apache.cxf:cxf-rt-ws-security,,,False
CVE-2013-1768,2,org.apache.openjpa:openjpa-kernel:2.1.1,High,7.5,CWE-264,contains links,8.0,4554.0,Transparent,org.apache.openjpa:openjpa-kernel,,,False
CVE-2013-1879,3,org.apache.activemq:activemq-client:5.8.0,Medium,4.3,CWE-79,contains links,55.0,6893.0,Transparent,org.apache.activemq:activemq-client,,,False
CVE-2013-1880,1,org.apache.activemq:activemq-web:5.6.0,Medium,4.3,CWE-79,contains links,55.0,6894.0,Transparent,org.apache.activemq:activemq-web,,,False
CVE-2013-1921,2,org.picketbox:jbosssx-bare:4.0.21.Final,Low,1.9,CWE-310,no links,0.0,284.0,Silent,org.picketbox:jbosssx-bare,,,False
CVE-2013-1965,6,org.apache.struts:struts2-core:2.1.8.1,Critical,9.3,CWE-94,contains links,0.0,3274.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2013-1966,5,org.apache.struts.xwork:xwork-core:2.3.4.1,Critical,9.3,CWE-94,contains links,0.0,3274.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2013-2035,2,org.fusesource.hawtjni:hawtjni-runtime:1.5,Medium,4.4,CWE-94,no links,14.0,155.0,Silent,org.fusesource.hawtjni:hawtjni-runtime,,,False
CVE-2013-2055,14,org.apache.wicket:wicket-core:6.7.0,Medium,5.0,,no links,130.0,17030.0,Silent,org.apache.wicket:wicket-core,Silent,S1,True
CVE-2013-2067,9,org.apache.tomcat:tomcat-catalina:7.0.27,Medium,6.8,CWE-287,contains links,42.0,9002.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2013-2071,9,org.apache.tomcat:tomcat-catalina:7.0.27,Low,2.6,CWE-200,contains links,56.0,10014.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2013-2115,5,org.apache.struts.xwork:xwork-core:2.3.4.1,Critical,9.3,CWE-94,contains links,0.0,3305.0,Transparent,org.apache.struts.xwork:xwork-core,,,False
CVE-2013-2134,6,org.apache.struts:struts2-core:2.1.8.1,Critical,9.3,CWE-94,contains links,0.0,3318.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2013-2135,6,org.apache.struts:struts2-core:2.1.8.1,Critical,9.3,CWE-94,contains links,0.0,3318.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2013-2172,5,org.apache.santuario:xmlsec:1.4.5,Medium,4.3,CWE-310,contains links,1.0,2249.0,Transparent,org.apache.santuario:xmlsec,,,False
CVE-2013-2186,138,commons-fileupload:commons-fileupload:1.2.1,High,7.5,CWE-20,contains links,1.0,757.0,Transparent,commons-fileupload:commons-fileupload,,,False
CVE-2013-2248,6,org.apache.struts:struts2-core:2.1.8.1,Medium,5.8,CWE-20,contains links,0.0,3350.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2013-2251,6,org.apache.struts:struts2-core:2.1.8.1,Critical,9.3,CWE-20,contains links,0.0,3350.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2013-2254,1,org.apache.sling:org.apache.sling.servlets.post:2.3.0,Medium,5.0,CWE-119,contains links,0.0,153.0,Transparent,org.apache.sling:org.apache.sling.servlets.post,,,False
CVE-2013-4112,4,org.jgroups:jgroups:3.3.1.Final,Medium,5.4,CWE-200,no links,144.0,16992.0,Silent,org.jgroups:jgroups,,,False
CVE-2013-4152,5,org.springframework:spring-oxm:4.0.0.RELEASE,Medium,6.8,CWE-264,no links,1.0,8003.0,Silent,org.springframework:spring-oxm,,,False
CVE-2013-4286,6,org.apache.tomcat:tomcat-coyote:7.0.27,Medium,5.8,CWE-20,contains links,81.0,11086.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2013-4310,6,org.apache.struts:struts2-core:2.1.8.1,Medium,5.8,CWE-264,contains links,0.0,3413.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2013-4316,6,org.apache.struts:struts2-core:2.1.8.1,Critical,10.0,CWE-16;CWE-284,contains links,0.0,3406.0,Transparent,org.apache.struts:struts2-core,,,False
CVE-2013-4322,6,org.apache.tomcat:tomcat-coyote:7.0.27,Medium,4.3,CWE-20,contains links,81.0,11088.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2013-4330,3,org.apache.camel:camel-core:2.9.2,Medium,6.8,CWE-94,contains links,127.0,14961.0,Transparent,org.apache.camel:camel-core,,,False
CVE-2013-4366,73,org.apache.httpcomponents:httpclient:4.3,High,7.5,CWE-20,contains links,49.0,2069.0,Transparent,org.apache.httpcomponents:httpclient,,,False
CVE-2013-4390,2,org.apache.sling:org.apache.sling.auth.core:1.0.0,Medium,5.8,CWE-20,contains links,,,Transparent,org.apache.sling:org.apache.sling.auth.core,,,False
CVE-2013-4517,5,org.apache.santuario:xmlsec:1.4.5,Medium,4.3,CWE-399,contains links,1.0,2294.0,Transparent,org.apache.santuario:xmlsec,,,False
CVE-2013-4590,7,org.apache.tomcat:tomcat-jasper:7.0.42,Medium,4.3,CWE-200,contains links,104.0,11692.0,Transparent,org.apache.tomcat:tomcat-jasper,,,False
CVE-2013-4600,64,org.opencms:opencms-core:8.5.0,Medium,4.3,CWE-79,contains links,72.0,17272.0,Transparent,org.opencms:opencms-core,,,False
CVE-2013-5679,13,org.owasp.esapi:esapi:2.0.1,Low,2.6,CWE-310,contains links,0.0,1028.0,Transparent,org.owasp.esapi:esapi,,,False
CVE-2013-5823,7,org.apache.santuario:xmlsec:1.5.8,Medium,5.0,,contains links,1.0,2152.0,Transparent,org.apache.santuario:xmlsec,,,False
CVE-2013-5960,20,org.owasp.esapi:esapi:2.1.0.1,Medium,5.8,CWE-310,contains links,55.0,1391.0,Transparent,org.owasp.esapi:esapi,,,False
CVE-2013-6397,9,org.apache.solr:solr-core:4.4.0,Medium,4.3,CWE-22,contains links,0.0,18170.0,Transparent,org.apache.solr:solr-core,,,False
CVE-2013-6407,8,org.apache.solr:solr-core:4.0.0,Medium,6.4,,contains links,0.0,15101.0,Transparent,org.apache.solr:solr-core,,,False
CVE-2013-6408,6,org.apache.solr:solr-core:3.6.1,Medium,6.4,,contains links,0.0,17422.0,Transparent,org.apache.solr:solr-core,,,False
CVE-2013-6429,185,org.springframework:spring-core:3.0.5.RELEASE,Medium,6.8,CWE-352;CWE-611,no links,1980.0,7431.0,Silent,org.springframework:spring-core,Silent,S1,True
CVE-2013-6430,91,org.springframework:spring-web:3.0.5.RELEASE,Low,3.5,CWE-79,no links,1239.0,6402.0,Silent,org.springframework:spring-web,Silent,S1,True
CVE-2013-6468,1,org.drools:drools-workbench-models-test-scenarios:6.0.0.CR1,Medium,6.5,CWE-94,no links,195.0,10600.0,Silent,org.drools:drools-workbench-models-test-scenarios,,,False
CVE-2013-7259,2,org.neo4j.app:neo4j-server:2.1.7,Medium,6.8,CWE-352;CWE-78,no links,1071.0,29716.0,Silent,org.neo4j.app:neo4j-server,,,False
CVE-2013-7285,160,com.thoughtworks.xstream:xstream:1.4.10,High,7.5,CWE-78,contains links,0.0,2131.0,Transparent,com.thoughtworks.xstream:xstream,,,False
CVE-2013-7315,36,org.springframework:spring-web:4.0.0.RELEASE,Medium,6.8,CWE-264,contains links,0.0,7027.0,Transparent,org.springframework:spring-web,,,False
CVE-2013-7397,36,com.ning:async-http-client:1.8.7,Medium,4.3,CWE-345,contains links,1111.0,2231.0,Transparent,com.ning:async-http-client,,,False
CVE-2013-7398,19,com.ning:async-http-client:1.6.5,Medium,4.3,CWE-345,contains links,1166.0,2278.0,Transparent,com.ning:async-http-client,,,False
CVE-2014-0002,8,org.apache.camel:camel-core:2.12.1,High,7.5,CWE-264,contains links,152.0,15708.0,Transparent,org.apache.camel:camel-core,,,False
CVE-2014-0003,4,org.apache.camel:camel-core:2.11.0,High,7.5,CWE-264,contains links,152.0,15699.0,Transparent,org.apache.camel:camel-core,,,False
CVE-2014-0034,1,org.apache.cxf.services.sts:cxf-services-sts-core:2.7.8,Medium,4.3,CWE-20,contains links,0.0,8131.0,Transparent,org.apache.cxf.services.sts:cxf-services-sts-core,,,False
CVE-2014-0050,138,commons-fileupload:commons-fileupload:1.2.1,High,7.5,CWE-264,contains links,5.0,764.0,Transparent,commons-fileupload:commons-fileupload,,,False
CVE-2014-0054,21,org.springframework:spring-oxm:3.0.5.RELEASE,Medium,6.8,CWE-352,no links,2455.0,8003.0,Silent,org.springframework:spring-oxm,Silent,S1,True
CVE-2014-0074,19,org.apache.shiro:shiro-core:1.2.1,High,7.5,CWE-287,contains links,74.0,1581.0,Transparent,org.apache.shiro:shiro-core,,,False
CVE-2014-0075,6,org.apache.tomcat:tomcat-coyote:7.0.27,Medium,5.0,CWE-189,contains links,0.0,12212.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2014-0095,5,org.apache.tomcat:tomcat-coyote:8.0.0-RC5,Medium,5.0,CWE-20,contains links,133.0,12213.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2014-0096,5,org.apache.tomcat:tomcat-catalina:8.0.0-RC5,Medium,4.3,CWE-264,contains links,133.0,12215.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2014-0099,8,org.apache.tomcat:tomcat-util:8.5.64,Medium,4.3,CWE-189,contains links,133.0,12219.0,Transparent,org.apache.tomcat:tomcat-util,,,False
CVE-2014-0107,171,xalan:xalan:2.7.1,High,7.5,CWE-264,contains links,6.0,4555.0,Transparent,xalan:xalan,,,False
CVE-2014-0109,4,org.apache.cxf:cxf-api:2.7.8,Medium,4.3,CWE-399,no links,1.0,8422.0,Silent,org.apache.cxf:cxf-api,,,False
CVE-2014-0112,4,org.apache.struts.xwork:xwork-core:2.3.16.3,High,7.5,CWE-264,no links,12.0,3639.0,Silent,org.apache.struts.xwork:xwork-core,,,False
CVE-2014-0113,10,org.apache.struts:struts2-core:2.3.16.3,High,7.5,CWE-264,no links,12.0,3639.0,Silent,org.apache.struts:struts2-core,,,False
CVE-2014-0114,786,commons-beanutils:commons-beanutils:1.9.3,High,7.5,CWE-20,contains links,124.0,1227.0,Transparent,commons-beanutils:commons-beanutils,,,False
CVE-2014-0116,10,org.apache.struts:struts2-core:2.3.16.3,Medium,5.8,CWE-264,no links,262.0,4250.0,Silent,org.apache.struts:struts2-core,,,False
CVE-2014-0119,5,org.apache.tomcat:tomcat-catalina:8.0.0-RC5,Medium,4.3,CWE-264,contains links,146.0,12399.0,Transparent,org.apache.tomcat:tomcat-catalina,,,False
CVE-2014-0168,7,org.jolokia:jolokia-core:1.2.0,Medium,6.8,CWE-352,no links,153.0,1301.0,Silent,org.jolokia:jolokia-core,,,False
CVE-2014-0193,10,io.netty:netty-codec-http:4.0.15.Final,Medium,5.0,CWE-399,no links,2488.0,5827.0,Silent,io.netty:netty-codec-http,,,False
CVE-2014-0225,21,org.springframework:spring-oxm:3.0.5.RELEASE,Medium,6.8,CWE-611,no links,2858.0,8540.0,Silent,org.springframework:spring-oxm,,,False
CVE-2014-0228,23,org.apache.hive:hive-exec:0.10.0,Low,3.5,CWE-284,contains links,313.0,3905.0,Transparent,org.apache.hive:hive-exec,,,False
CVE-2014-0230,6,org.apache.tomcat:tomcat-coyote:7.0.27,High,7.8,CWE-399,contains links,174.0,12706.0,Transparent,org.apache.tomcat:tomcat-coyote,,,False
CVE-2014-1904,6,org.springframework:spring-webmvc:4.0.1.RELEASE,Medium,4.3,CWE-79,no links,2436.0,7985.0,Silent,org.springframework:spring-webmvc,,,False
CVE-2014-1972,13,org.apache.tapestry:tapestry-core:5.1.0.5,High,7.8,CWE-399,contains links,10.0,3607.0,Transparent,org.apache.tapestry:tapestry-core,,,False
CVE-2014-2296,2,org.jasig.cas:cas-server-core:3.4.11,Medium,6.8,CWE-611,no links,244.0,1488.0,Silent,org.jasig.cas:cas-server-core,,,False
CVE-2014-3120,39,org.elasticsearch:elasticsearch:1.0.0,Medium,6.8,CWE-284,contains links,5810.0,8683.0,Transparent,org.elasticsearch:elasticsearch,Transparent,T1,True
CVE-2014-3490,5,org.jboss.resteasy:resteasy-jaxb-provider:2.3.5.Final,High,7.5,,contains links,167.0,2458.0,Transparent,org.jboss.resteasy:resteasy-jaxb-provider,,,False
CVE-2014-3527,2,org.springframework.security:spring-security-cas:3.1.3.RELEASE,High,7.5,CWE-287,no links,375.0,5192.0,Silent,org.springframework.security:spring-security-cas,,,False
CVE-2014-3529,126,org.apache.poi:poi-ooxml:3.9,Medium,4.3,,contains links,46.0,5742.0,Transparent,org.apache.poi:poi-ooxml,,,False
CVE-2014-3558,41,org.hibernate:hibernate-validator:5.0.1.Final,Medium,5.0,CWE-264,no links,100.0,2376.0,Silent,org.hibernate:hibernate-validator,Silent,S2,True
CVE-2014-3574,126,org.apache.poi:poi-ooxml:3.9,Medium,4.3,,contains links,46.0,5742.0,Transparent,org.apache.poi:poi-ooxml,,,False
CVE-2014-3576,7,org.apache.activemq:activemq-broker:5.10.0,Medium,5.0,CWE-264,no links,137.0,8085.0,Silent,org.apache.activemq:activemq-broker,,,False
CVE-2014-3577,228,org.apache.httpcomponents:httpclient:4.2.5,Medium,5.8,,contains links,79.0,2283.0,Transparent,org.apache.httpcomponents:httpclient,,,False
CVE-2014-3578,185,org.springframework:spring-core:3.0.5.RELEASE,Medium,5.0,CWE-22,no links,2841.0,8517.0,Silent,org.springframework:spring-core,Silent,S1,True
CVE-2014-3579,1,org.apache.activemq:apollo-selector:1.7,High,7.5,CWE-611,contains links,38.0,2228.0,Transparent,org.apache.activemq:apollo-selector,,,False
CVE-2014-3600,7,org.apache.activemq:activemq-broker:5.10.0,High,7.5,CWE-611,contains links,170.0,8286.0,Transparent,org.apache.activemq:activemq-broker,,,False
CVE-2014-3612,5,org.apache.activemq:activemq-jaas:5.10.0,High,7.5,CWE-287,contains links,143.0,8108.0,Transparent,org.apache.activemq:activemq-jaas,,,False
CVE-2014-3625,17,org.springframework:spring-webmvc:4.1.1.RELEASE,Medium,5.0,CWE-22,no links,3697.0,9526.0,Silent,org.springframework:spring-webmvc,,,False
CVE-2014-3643,19,com.sun.jersey:jersey-core:1.12,Medium,5.0,CWE-611,no links,0.0,3383.0,Silent,com.sun.jersey:jersey-core,,,False
CVE-2014-3651,2,org.keycloak:keycloak-services:1.0.2.Final,Medium,5.0,CWE-400,no links,66.0,2296.0,Silent,org.keycloak:keycloak-services,,,False
CVE-2014-3652,2,org.keycloak:keycloak-services:1.0.1.Final,Medium,5.8,CWE-601,no links,59.0,2130.0,Silent,org.keycloak:keycloak-services,,,False
CVE-2014-3656,2,org.keycloak:keycloak-services:1.0.2.Final,Medium,4.3,CWE-79,no links,66.0,2296.0,Silent,org.keycloak:keycloak-services,,,False
