CVE,upstream_GA,downstream_GA,downstream_repo,class,pattern,stage,after_disclosure,delay_fix,delay_release,delay_disclosure,delay_report
CVE-2019-12086,com.fasterxml.jackson.core:jackson-databind,com.huaweicloud.dis:huaweicloud-sdk-java-dis-iface,huaweicloud/huaweicloud-sdk-java-dis,Transparent,T1,After disclosure,1,413.7832638888889,412.26792824074073,411.1073148148148,416.3770601851852
CVE-2019-12086,com.fasterxml.jackson.core:jackson-databind,com.qaprosoft:carina-utils,zebrunner/carina,Transparent,T1,After disclosure,1,26.22436342592593,24.709027777777777,23.548414351851857,28.818159722222223
CVE-2019-12086,com.fasterxml.jackson.core:jackson-databind,com.digitalpebble.stormcrawler:storm-crawler-core,DigitalPebble/storm-crawler,Transparent,T1,After disclosure,1,632.314212962963,630.7988773148148,629.6382638888889,634.9080092592593
CVE-2019-12086,com.fasterxml.jackson.core:jackson-databind,org.springframework.hateoas:spring-hateoas,spring-projects/spring-hateoas,Transparent,T1,After disclosure,1,22.415636574074075,20.90030092592593,19.7396875,25.00943287037037
CVE-2020-17523,org.apache.shiro:shiro-core,io.bootique.shiro:bootique-shiro,bootique/bootique-shiro,Silent,S1,After disclosure,1,247.37277777777777,241.4138425925926,235.31197916666667,
CVE-2020-17523,org.apache.shiro:shiro-core,com.erigir:wrench-shiro-oauth,bitblit/wrench,Silent,S1,After disclosure,1,531.3729861111111,525.414050925926,519.3121875,
CVE-2020-17523,org.apache.shiro:shiro-core,org.pac4j:pac4j-config,pac4j/pac4j,Silent,S1,Safe window,0,10.341956018518518,4.383020833333333,-1.7188425925925923,
CVE-2020-17523,org.apache.shiro:shiro-core,org.pac4j:play-pac4j_2.12,pac4j/play-pac4j,Silent,S1,Safe window,0,10.342280092592592,4.383344907407407,-1.7185185185185186,
CVE-2020-17523,org.apache.shiro:shiro-core,org.fcrepo:fcrepo-auth-webac,fcrepo/fcrepo,Silent,S1,After disclosure,1,29.027939814814815,23.069004629629628,16.967141203703704,
CVE-2020-17523,org.apache.shiro:shiro-core,org.telegram:telegrambots-chat-session-bot,rubenlagus/TelegramBots,Silent,S1,After disclosure,1,241.9230092592593,235.9640740740741,229.86221064814816,
CVE-2020-17523,org.apache.shiro:shiro-core,io.jboot:jboot,yangfuhai/jboot,Silent,S1,After disclosure,1,41.60325231481482,35.64431712962963,29.542453703703703,
CVE-2020-17523,org.apache.shiro:shiro-core,org.wicketstuff:wicketstuff-shiro,wicketstuff/core,Silent,S1,After disclosure,1,68.64990740740741,62.69097222222222,56.589108796296294,
CVE-2018-11039,org.springframework:spring-web,com.consol.citrus:citrus-http,citrusframework/citrus,Transparent,T1,After disclosure,1,223.8454398148148,223.03211805555551,210.64993055555556,223.9461921296296
CVE-2018-11039,org.springframework:spring-web,org.zalando:riptide-httpclient,zalando/riptide,Transparent,T1,Safe window,0,2.122048611111111,1.3087268518518518,-11.073460648148147,2.222800925925926
CVE-2018-11039,org.springframework:spring-web,org.flowable:flowable-dmn-rest,flowable/flowable-engine,Transparent,T1,After disclosure,1,65.57861111111112,64.76528935185185,52.383101851851855,65.67936342592593
CVE-2018-11039,org.springframework:spring-web,org.wicketstuff:wicketstuff-springreference,wicketstuff/core,Transparent,T1,After disclosure,1,97.9020601851852,97.08873842592592,84.70655092592592,98.0028125
