repo,repo_url,mined_at_utc,mining_status,error_type,error_message
hapifhir/hapi-fhir,https://github.com/hapifhir/hapi-fhir,2026-08-14T16:56:58.275851+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hazelcast/hazelcast-simulator,https://github.com/hazelcast/hazelcast-simulator,2026-08-14T16:56:58.543335+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hazendaz/displaytag,https://github.com/hazendaz/displaytag,2026-08-14T16:56:58.737716+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hcoles/pitest,https://github.com/hcoles/pitest,2026-08-14T16:56:58.951870+00:00,error,HTTPError,HTTP Error 401: Unauthorized
helun/Ektorp,https://github.com/helun/Ektorp,2026-08-14T16:56:59.156964+00:00,error,HTTPError,HTTP Error 401: Unauthorized
heroku/heroku-maven-plugin,https://github.com/heroku/heroku-maven-plugin,2026-08-14T16:56:59.320425+00:00,error,HTTPError,HTTP Error 401: Unauthorized
heuermh/dishevelled,https://github.com/heuermh/dishevelled,2026-08-14T16:56:59.590767+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hibernate/hibernate-ogm,https://github.com/hibernate/hibernate-ogm,2026-08-14T16:56:59.754198+00:00,error,HTTPError,HTTP Error 401: Unauthorized
holon-platform/holon-core,https://github.com/holon-platform/holon-core,2026-08-14T16:56:59.998281+00:00,error,HTTPError,HTTP Error 401: Unauthorized
huaweicloud/huaweicloud-sdk-java-dis,https://github.com/huaweicloud/huaweicloud-sdk-java-dis,2026-08-14T16:57:00.163138+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hugegraph/hugegraph-loader,https://github.com/hugegraph/hugegraph-loader,2026-08-14T16:57:00.357171+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hydrator/wrangler,https://github.com/hydrator/wrangler,2026-08-14T16:57:00.571982+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hyperchain/javasdk,https://github.com/hyperchain/javasdk,2026-08-14T16:57:00.739272+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hypercube1024/firefly,https://github.com/hypercube1024/firefly,2026-08-14T16:57:00.903615+00:00,error,HTTPError,HTTP Error 401: Unauthorized
hyperledger/fabric-sdk-java,https://github.com/hyperledger/fabric-sdk-java,2026-08-14T16:57:01.152836+00:00,error,HTTPError,HTTP Error 401: Unauthorized
iZettle/dropwizard-metrics-influxdb,https://github.com/iZettle/dropwizard-metrics-influxdb,2026-08-14T16:57:01.331948+00:00,error,HTTPError,HTTP Error 401: Unauthorized
idflakies/iDFlakies,https://github.com/idflakies/iDFlakies,2026-08-14T16:57:01.577841+00:00,error,HTTPError,HTTP Error 401: Unauthorized
iitsoftware/swiftmq-client,https://github.com/iitsoftware/swiftmq-client,2026-08-14T16:57:01.753691+00:00,error,HTTPError,HTTP Error 401: Unauthorized
ijazfx/graphenee,https://github.com/ijazfx/graphenee,2026-08-14T16:57:01.925682+00:00,error,HTTPError,HTTP Error 401: Unauthorized
ikasanEIP/ikasan,https://github.com/ikasanEIP/ikasan,2026-08-14T16:57:02.318373+00:00,error,HTTPError,HTTP Error 401: Unauthorized
in-toto/in-toto-java,https://github.com/in-toto/in-toto-java,2026-08-14T16:57:02.847918+00:00,error,HTTPError,HTTP Error 401: Unauthorized
infinispan/infinispan,https://github.com/infinispan/infinispan,2026-08-14T16:57:03.006562+00:00,error,HTTPError,HTTP Error 401: Unauthorized
influxdata/influxdb-java,https://github.com/influxdata/influxdb-java,2026-08-14T16:57:03.424343+00:00,error,HTTPError,HTTP Error 401: Unauthorized
inspire-software/geda-genericdto,https://github.com/inspire-software/geda-genericdto,2026-08-14T16:57:03.667234+00:00,error,HTTPError,HTTP Error 401: Unauthorized
intelligentcode/ameba-shiro,https://github.com/intelligentcode/ameba-shiro,2026-08-14T16:57:03.950247+00:00,error,HTTPError,HTTP Error 401: Unauthorized
internetarchive/heritrix3,https://github.com/internetarchive/heritrix3,2026-08-14T16:57:04.192835+00:00,error,HTTPError,HTTP Error 401: Unauthorized
iotaledger/iota-java,https://github.com/iotaledger/iota-java,2026-08-14T16:57:04.594157+00:00,error,HTTPError,HTTP Error 401: Unauthorized
j-easy/easy-batch,https://github.com/j-easy/easy-batch,2026-08-14T16:57:04.944487+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,2026-08-14T16:57:05.101833+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jamesdbloom/mockservice,https://github.com/jamesdbloom/mockservice,2026-08-14T16:57:05.594957+00:00,error,HTTPError,HTTP Error 401: Unauthorized
javalite/activejdbc,https://github.com/javalite/activejdbc,2026-08-14T16:57:05.941676+00:00,error,HTTPError,HTTP Error 401: Unauthorized
javamelody/javamelody,https://github.com/javamelody/javamelody,2026-08-14T16:57:06.101510+00:00,error,HTTPError,HTTP Error 401: Unauthorized
javawebers/yt,https://github.com/javawebers/yt,2026-08-14T16:57:06.468547+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jayway/powermock,https://github.com/jayway/powermock,2026-08-14T16:57:06.813751+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jbake-org/jbake-maven-plugin,https://github.com/jbake-org/jbake-maven-plugin,2026-08-14T16:57:07.066280+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jbehave/jbehave-core,https://github.com/jbehave/jbehave-core,2026-08-14T16:57:07.336704+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jbossas/jboss-invocation,https://github.com/jbossas/jboss-invocation,2026-08-14T16:57:07.749577+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jbossas/remoting-jmx,https://github.com/jbossas/remoting-jmx,2026-08-14T16:57:07.967922+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jbossws/jbossws-cxf,https://github.com/jbossws/jbossws-cxf,2026-08-14T16:57:08.127821+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jcabi/jcabi-http,https://github.com/jcabi/jcabi-http,2026-08-14T16:57:08.288634+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jdillon/mvnsh,https://github.com/jdillon/mvnsh,2026-08-14T16:57:08.557679+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jefalbino/jsmart-web,https://github.com/jefalbino/jsmart-web,2026-08-14T16:57:08.730125+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jeremylong/DependencyCheck,https://github.com/jeremylong/DependencyCheck,2026-08-14T16:57:08.962306+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jhannes/logevents,https://github.com/jhannes/logevents,2026-08-14T16:57:09.132732+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jhipster/jhipster,https://github.com/jhipster/jhipster,2026-08-14T16:57:09.290814+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jitsi/jitsi-srtp,https://github.com/jitsi/jitsi-srtp,2026-08-14T16:57:09.541493+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jitsi/zrtp4j,https://github.com/jitsi/zrtp4j,2026-08-14T16:57:09.704148+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jituancaiyun/openapi-java-sdk,https://github.com/jituancaiyun/openapi-java-sdk,2026-08-14T16:57:09.864763+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jjYBdx4IL/misc,https://github.com/jjYBdx4IL/misc,2026-08-14T16:57:10.112111+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jnidzwetzki/bboxdb,https://github.com/jnidzwetzki/bboxdb,2026-08-14T16:57:10.274517+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jnoee/coo,https://github.com/jnoee/coo,2026-08-14T16:57:10.526387+00:00,error,HTTPError,HTTP Error 401: Unauthorized
joniles/mpxj,https://github.com/joniles/mpxj,2026-08-14T16:57:10.714632+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jooby-project/jooby,https://github.com/jooby-project/jooby,2026-08-14T16:57:10.883925+00:00,error,HTTPError,HTTP Error 401: Unauthorized
joyent/java-http-signature,https://github.com/joyent/java-http-signature,2026-08-14T16:57:11.122101+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jqassistant/jqa-neo4j-backend,https://github.com/jqassistant/jqa-neo4j-backend,2026-08-14T16:57:11.291088+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jqassistant/jqa-plugin-common,https://github.com/jqassistant/jqa-plugin-common,2026-08-14T16:57:11.534249+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jsonld-java/jsonld-java,https://github.com/jsonld-java/jsonld-java,2026-08-14T16:57:11.698407+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jspare-projects/vertx-jspare,https://github.com/jspare-projects/vertx-jspare,2026-08-14T16:57:11.859365+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jsunsoftware/http-request,https://github.com/jsunsoftware/http-request,2026-08-14T16:57:12.109848+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jsurfer/JsonSurfer,https://github.com/jsurfer/JsonSurfer,2026-08-14T16:57:12.276937+00:00,error,HTTPError,HTTP Error 401: Unauthorized
junaidontable/baltoro.lib,https://github.com/junaidontable/baltoro.lib,2026-08-14T16:57:12.443427+00:00,error,HTTPError,HTTP Error 401: Unauthorized
jwcarman/Wicketopia,https://github.com/jwcarman/Wicketopia,2026-08-14T16:57:12.689872+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kawansoft/aceql-http,https://github.com/kawansoft/aceql-http,2026-08-14T16:57:12.850620+00:00,error,HTTPError,HTTP Error 401: Unauthorized
ketola/jlibra,https://github.com/ketola/jlibra,2026-08-14T16:57:13.009841+00:00,error,HTTPError,HTTP Error 401: Unauthorized
keycloak/keycloak,https://github.com/keycloak/keycloak,2026-08-14T16:57:13.254656+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kiegroup/kogito-runtimes,https://github.com/kiegroup/kogito-runtimes,2026-08-14T16:57:13.415655+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kiegroup/optaplanner,https://github.com/kiegroup/optaplanner,2026-08-14T16:57:13.630384+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kiwiproject/kiwi,https://github.com/kiwiproject/kiwi,2026-08-14T16:57:13.791784+00:00,error,HTTPError,HTTP Error 401: Unauthorized
klarna/HiveRunner,https://github.com/klarna/HiveRunner,2026-08-14T16:57:13.963823+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kohlschutter/junixsocket,https://github.com/kohlschutter/junixsocket,2026-08-14T16:57:14.206359+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kokuwaio/helm-maven-plugin,https://github.com/kokuwaio/helm-maven-plugin,2026-08-14T16:57:14.389937+00:00,error,HTTPError,HTTP Error 401: Unauthorized
konigio/konig,https://github.com/konigio/konig,2026-08-14T16:57:14.551231+00:00,error,HTTPError,HTTP Error 401: Unauthorized
korpling/ANNIS,https://github.com/korpling/ANNIS,2026-08-14T16:57:14.780030+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kristofa/brave,https://github.com/kristofa/brave,2026-08-14T16:57:14.943641+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kse-music/mcn-boot-project,https://github.com/kse-music/mcn-boot-project,2026-08-14T16:57:15.102322+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kubernetes-client/java,https://github.com/kubernetes-client/java,2026-08-14T16:57:15.367972+00:00,error,HTTPError,HTTP Error 401: Unauthorized
kuehne-trustable-de/ca3sCore,https://github.com/kuehne-trustable-de/ca3sCore,2026-08-14T16:57:15.529614+00:00,error,HTTPError,HTTP Error 401: Unauthorized
labai/ted,https://github.com/labai/ted,2026-08-14T16:57:15.776761+00:00,error,HTTPError,HTTP Error 401: Unauthorized
languagetool-org/languagetool,https://github.com/languagetool-org/languagetool,2026-08-14T16:57:15.947055+00:00,error,HTTPError,HTTP Error 401: Unauthorized
