repo,repo_url,uses_dependabot_ever,dependabot_usage_type_ever,dependabot_lifecycle,security_first_version_later_ever,has_dependabot_pr,first_dependabot_pr_date,first_dependabot_pr_url,first_dependabot_pr_number,first_dependabot_pr_author,first_dependabot_pr_title,has_dependabot_config,dependabot_config_path,dependabot_config_created_date,dependabot_config_created_sha,dependabot_config_created_url,days_security_to_version,mined_at_utc
blinkfox/jpack-maven-plugin,https://github.com/blinkfox/jpack-maven-plugin,True,security_updates_only,security_only_ever,False,True,2020-10-13T13:03:46Z,https://github.com/blinkfox/jpack-maven-plugin/pull/7,7.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:22:49.895933+00:00
blossom-project/blossom,https://github.com/blossom-project/blossom,True,security_updates_only,security_only_ever,False,True,2021-03-18T19:43:20Z,https://github.com/blossom-project/blossom/pull/237,237.0,dependabot,Bump elasticsearch from 2.4.6 to 6.8.13 in /blossom-parent,False,,,,,,2026-08-14T17:22:57.193403+00:00
bonigarcia/selenium-jupiter,https://github.com/bonigarcia/selenium-jupiter,True,both_security_and_version_updates,same_day_security_and_version,False,True,2021-01-31T09:35:01Z,https://github.com/bonigarcia/selenium-jupiter/pull/98,98.0,dependabot,Bump okhttp from 3.14.2 to 4.9.1,True,.github/dependabot.yml,2021-01-31T09:34:35Z,ca2d079f8f3cd0efb09027683a6fea541d3a5987,https://github.com/bonigarcia/selenium-jupiter/commit/ca2d079f8f3cd0efb09027683a6fea541d3a5987,,2026-08-14T17:23:05.403520+00:00
bonitasoft/bonita-engine,https://github.com/bonitasoft/bonita-engine,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:23:12.920224+00:00
bootique/bootique-shiro,https://github.com/bootique/bootique-shiro,True,security_updates_only,security_only_ever,False,True,2020-02-04T23:29:11Z,https://github.com/bootique/bootique-shiro/pull/21,21.0,dependabot,Bump shiro.version from 1.4.0 to 1.5.0,False,,,,,,2026-08-14T17:23:20.261794+00:00
borball/weixin-sdk,https://github.com/borball/weixin-sdk,True,security_updates_only,security_only_ever,False,True,2019-10-30T07:14:44Z,https://github.com/borball/weixin-sdk/pull/88,88.0,dependabot,Bump jackson.version from 2.9.0 to 2.10.0 in /weixin-parent,False,,,,,,2026-08-14T17:23:26.607925+00:00
bsorrentino/maven-confluence-plugin,https://github.com/bsorrentino/maven-confluence-plugin,True,security_updates_only,security_only_ever,False,True,2020-03-04T22:04:48Z,https://github.com/bsorrentino/maven-confluence-plugin/pull/211,211.0,dependabot,Bump jackson-databind from 2.9.10.1 to 2.9.10.3 in /maven-confluence-core,False,,,,,,2026-08-14T17:23:32.555699+00:00
btc-ag/redg,https://github.com/btc-ag/redg,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:23:38.111537+00:00
btheu/estivate,https://github.com/btheu/estivate,True,security_updates_only,security_only_ever,False,True,2020-10-12T18:09:47Z,https://github.com/btheu/estivate/pull/1,1.0,dependabot,build(deps-dev): bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:23:45.141880+00:00
btrplace/scheduler,https://github.com/btrplace/scheduler,True,both_security_and_version_updates,security_then_version,True,True,2019-10-04T13:40:42Z,https://github.com/btrplace/scheduler/pull/180,180.0,dependabot-preview,Bump choco-solver from 4.0.6 to 4.10.1,True,.github/dependabot.yml,2020-09-09T13:29:00Z,81e1f0a9b3f4613567108e304b304e9da3639206,https://github.com/btrplace/scheduler/commit/81e1f0a9b3f4613567108e304b304e9da3639206,340.991875,2026-08-14T17:23:52.453849+00:00
bujiio/buji-pac4j,https://github.com/bujiio/buji-pac4j,True,security_updates_only,security_only_ever,False,True,2025-01-31T17:35:28Z,https://github.com/bujiio/buji-pac4j/pull/310,310.0,dependabot,Bump net.sourceforge.pmd:pmd-core from 6.55.0 to 7.10.0,False,,,,,,2026-08-14T17:23:58.838230+00:00
caelum/vraptor4,https://github.com/caelum/vraptor4,True,security_updates_only,security_only_ever,False,True,2019-11-01T12:25:51Z,https://github.com/caelum/vraptor4/pull/1145,1145.0,dependabot,Bump nokogiri from 1.6.3.1 to 1.6.8.1 in /vraptor-site,False,,,,,,2026-08-14T17:24:05.194310+00:00
camel-extra/camel-extra,https://github.com/camel-extra/camel-extra,True,security_updates_only,security_only_ever,False,True,2021-04-26T17:23:44Z,https://github.com/camel-extra/camel-extra/pull/31,31.0,dependabot,Bump commons-io from 2.4 to 2.7 in /examples/camel-example-rcode,False,,,,,,2026-08-14T17:24:11.745382+00:00
camunda-community-hub/zeebe-exporter-protobuf,https://github.com/camunda-community-hub/zeebe-exporter-protobuf,True,both_security_and_version_updates,security_then_version,True,True,2019-11-21T10:31:06Z,https://github.com/camunda-community-hub/zeebe-exporter-protobuf/pull/6,6.0,dependabot-preview,chore(deps): bump fmt-maven-plugin from 2.6.0 to 2.9,True,.github/dependabot.yml,2021-05-11T04:48:36Z,e911bb6e0d372c597d3e22c451ec722b8e78e060,https://github.com/camunda-community-hub/zeebe-exporter-protobuf/commit/e911bb6e0d372c597d3e22c451ec722b8e78e060,536.7621527777778,2026-08-14T17:24:17.516761+00:00
carewebframework/carewebframework-core,https://github.com/carewebframework/carewebframework-core,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:24:24.619874+00:00
carrot2/elasticsearch-carrot2,https://github.com/carrot2/elasticsearch-carrot2,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:24:30.526024+00:00
caskdata/cdap,https://github.com/caskdata/cdap,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:24:36.128856+00:00
cassandre-tech/cassandre-trading-bot,https://github.com/cassandre-tech/cassandre-trading-bot,True,both_security_and_version_updates,security_then_version,True,True,2020-02-17T07:57:56Z,https://github.com/cassandre-tech/cassandre-trading-bot/pull/11,11.0,dependabot-preview,Bump maven-checkstyle-plugin from 3.1.0 to 3.1.1,True,.github/dependabot.yml,2021-01-26T12:40:01Z,6022c63e5a097dcbefdff76e72a55611a4c770e5,https://github.com/cassandre-tech/cassandre-trading-bot/commit/6022c63e5a097dcbefdff76e72a55611a4c770e5,344.1958912037037,2026-08-14T17:24:44.747864+00:00
cerner/beadledom,https://github.com/cerner/beadledom,True,security_updates_only,security_only_ever,False,True,2019-08-01T20:00:33Z,https://github.com/cerner/beadledom/pull/150,150.0,dependabot,Bump jackson.version from 2.9.9 to 2.10.0.pr1,False,,,,,,2026-08-14T17:24:50.957640+00:00
chainsql/java-chainsql-api,https://github.com/chainsql/java-chainsql-api,True,security_updates_only,security_only_ever,False,True,2020-05-08T18:55:44Z,https://github.com/ChainSQL/java-chainsql-api/pull/13,13.0,dependabot,Bump Java-WebSocket from 1.3.4 to 1.5.0,False,,,,,,2026-08-14T17:24:56.728187+00:00
charithe/kafka-junit,https://github.com/charithe/kafka-junit,True,security_updates_only,security_only_ever,False,True,2020-10-12T18:45:33Z,https://github.com/charithe/kafka-junit/pull/57,57.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:25:02.827151+00:00
chelu/jdal,https://github.com/chelu/jdal,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:25:08.797714+00:00
cheny2151/toolbox,https://github.com/cheny2151/toolbox,True,security_updates_only,security_only_ever,False,True,2020-08-20T08:19:49Z,https://github.com/cheny2151/toolbox/pull/1,1.0,dependabot,Bump jackson-databind from 2.9.10.1 to 2.9.10.5,False,,,,,,2026-08-14T17:25:16.172165+00:00
chhorz/oas-generator,https://github.com/chhorz/oas-generator,True,both_security_and_version_updates,security_then_version,True,True,2019-11-13T08:04:30Z,https://github.com/chhorz/oas-generator/pull/4,4.0,dependabot,Bump jackson-databind from 2.9.10 to 2.9.10.1,True,.github/dependabot.yml,2020-06-25T18:27:11Z,3aa0a7bb7b2580a7fae084d3ec4dc67ead78cf6b,https://github.com/chhorz/oas-generator/commit/3aa0a7bb7b2580a7fae084d3ec4dc67ead78cf6b,225.43241898148148,2026-08-14T17:25:22.231267+00:00
chilloutdevelopment/pl.chilldev.commons,https://github.com/chilloutdevelopment/pl.chilldev.commons,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2023-07-17T14:54:50Z,169a02b946f635c3e5ac2a09d5d22aedd9d34be9,https://github.com/rafalwrzeszcz-wrzasqpl/pl.wrzasq.commons/commit/169a02b946f635c3e5ac2a09d5d22aedd9d34be9,,2026-08-14T17:25:28.710570+00:00
christian-schlichtherle/truelicense,https://github.com/christian-schlichtherle/truelicense,True,security_updates_only,security_only_ever,False,True,2019-11-13T01:24:39Z,https://github.com/christian-schlichtherle/truelicense/pull/4,4.0,dependabot,Bump jackson-databind from 2.9.9.2 to 2.9.10.1,False,,,,,,2026-08-14T17:25:37.393102+00:00
citrusframework/citrus,https://github.com/citrusframework/citrus,True,security_updates_only,security_only_ever,False,True,2019-05-29T18:26:58Z,https://github.com/citrusframework/citrus/pull/660,660.0,dependabot,Bump apache.camel.version from 2.23.2 to 2.24.0,False,,,,,,2026-08-14T17:25:43.025318+00:00
claudius108/kuberam-expath-plugin,https://github.com/claudius108/kuberam-expath-plugin,True,security_updates_only,security_only_ever,False,True,2020-10-13T05:59:01Z,https://github.com/claudius108/kuberam-expath-plugin/pull/20,20.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:25:49.854146+00:00
cloud-of-things/cot-java-rest-sdk,https://github.com/cloud-of-things/cot-java-rest-sdk,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:25:56.202397+00:00
cloudfoundry/cf-java-client,https://github.com/cloudfoundry/cf-java-client,True,security_updates_only,security_only_ever,False,True,2021-08-02T16:59:00Z,https://github.com/cloudfoundry/cf-java-client/pull/1110,1110.0,dependabot,Bump commons-compress from 1.20 to 1.21,False,,,,,,2026-08-14T17:26:01.851961+00:00
cmake-maven-project/cmake-maven-project,https://github.com/cmake-maven-project/cmake-maven-project,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:26:08.597612+00:00
codahale/xsalsa20poly1305,https://github.com/codahale/xsalsa20poly1305,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:26:16.224413+00:00
code4craft/xsoup,https://github.com/code4craft/xsoup,True,security_updates_only,security_only_ever,False,True,2020-10-13T08:36:20Z,https://github.com/code4craft/xsoup/pull/50,50.0,dependabot,Bump junit from 4.7 to 4.13.1,False,,,,,,2026-08-14T17:26:23.072815+00:00
codelibs/elasticsearch-analysis-extension,https://github.com/codelibs/elasticsearch-analysis-extension,True,security_updates_only,security_only_ever,False,True,2020-10-12T22:35:42Z,https://github.com/codelibs/elasticsearch-analysis-extension/pull/3,3.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:26:28.588123+00:00
codelibs/elasticsearch-analysis-fess,https://github.com/codelibs/elasticsearch-analysis-fess,True,security_updates_only,security_only_ever,False,True,2020-10-12T21:24:21Z,https://github.com/codelibs/elasticsearch-analysis-fess/pull/3,3.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:26:34.830781+00:00
codelibs/elasticsearch-analysis-ja,https://github.com/codelibs/elasticsearch-analysis-ja,True,security_updates_only,security_only_ever,False,True,2020-10-13T09:52:33Z,https://github.com/codelibs/elasticsearch-analysis-ja/pull/5,5.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:26:43.180987+00:00
codelibs/elasticsearch-analysis-kuromoji-neologd,https://github.com/codelibs/elasticsearch-analysis-kuromoji-neologd,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:26:50.819149+00:00
codelibs/elasticsearch-cluster-runner,https://github.com/codelibs/elasticsearch-cluster-runner,True,security_updates_only,security_only_ever,False,True,2020-07-01T18:00:42Z,https://github.com/codelibs/elasticsearch-cluster-runner/pull/35,35.0,dependabot,Bump log4j.version from 2.11.1 to 2.13.3,False,,,,,,2026-08-14T17:26:59.930495+00:00
codelibs/elasticsearch-configsync,https://github.com/codelibs/elasticsearch-configsync,True,security_updates_only,security_only_ever,False,True,2020-10-12T23:14:43Z,https://github.com/codelibs/elasticsearch-configsync/pull/9,9.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:27:05.814720+00:00
codelibs/elasticsearch-dataformat,https://github.com/codelibs/elasticsearch-dataformat,True,security_updates_only,security_only_ever,False,True,2020-10-12T23:13:53Z,https://github.com/codelibs/elasticsearch-dataformat/pull/59,59.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:27:11.796745+00:00
codelibs/elasticsearch-dynarank,https://github.com/codelibs/elasticsearch-dynarank,True,security_updates_only,security_only_ever,False,True,2020-10-13T01:28:10Z,https://github.com/codelibs/elasticsearch-dynarank/pull/28,28.0,dependabot,Bump junit from 4.11 to 4.13.1,False,,,,,,2026-08-14T17:27:18.278897+00:00
codelibs/elasticsearch-lang-velocity,https://github.com/codelibs/elasticsearch-lang-velocity,True,security_updates_only,security_only_ever,False,True,2020-10-13T03:22:38Z,https://github.com/codelibs/elasticsearch-lang-velocity/pull/4,4.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:27:23.830934+00:00
codelibs/elasticsearch-minhash,https://github.com/codelibs/elasticsearch-minhash,True,security_updates_only,security_only_ever,False,True,2020-06-15T21:21:15Z,https://github.com/codelibs/elasticsearch-minhash/pull/21,21.0,dependabot,Bump guava from 24.0-jre to 24.1.1-jre,False,,,,,,2026-08-14T17:27:29.465458+00:00
codelibs/elasticsearch-solr-api,https://github.com/codelibs/elasticsearch-solr-api,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:27:36.138800+00:00
codelibs/elasticsearch-sstmpl,https://github.com/codelibs/elasticsearch-sstmpl,True,security_updates_only,security_only_ever,False,True,2020-10-13T02:28:00Z,https://github.com/codelibs/elasticsearch-sstmpl/pull/12,12.0,dependabot,Bump junit from 4.11 to 4.13.1,False,,,,,,2026-08-14T17:27:41.746835+00:00
codelibs/elasticsearch-taste,https://github.com/codelibs/elasticsearch-taste,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:27:48.384203+00:00
codelibs/fess-crawler,https://github.com/codelibs/fess-crawler,True,security_updates_only,security_only_ever,False,True,2020-10-12T18:22:02Z,https://github.com/codelibs/fess-crawler/pull/52,52.0,dependabot,Bump junit from 4.11 to 4.13.1 in /fess-crawler-es,False,,,,,,2026-08-14T17:27:54.741257+00:00
codelibs/fess-ds-atlassian,https://github.com/codelibs/fess-ds-atlassian,True,security_updates_only,security_only_ever,False,True,2020-10-13T08:05:33Z,https://github.com/codelibs/fess-ds-atlassian/pull/14,14.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:28:01.001944+00:00
codelibs/fess-ds-csv,https://github.com/codelibs/fess-ds-csv,True,security_updates_only,security_only_ever,False,True,2020-10-13T07:49:24Z,https://github.com/codelibs/fess-ds-csv/pull/2,2.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:28:07.554691+00:00
codelibs/fess-ds-db,https://github.com/codelibs/fess-ds-db,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:44:28Z,https://github.com/codelibs/fess-ds-db/pull/2,2.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:28:13.392459+00:00
codelibs/fess-ds-elasticsearch,https://github.com/codelibs/fess-ds-elasticsearch,True,security_updates_only,security_only_ever,False,True,2020-10-13T07:14:41Z,https://github.com/codelibs/fess-ds-elasticsearch/pull/2,2.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:28:24.648323+00:00
codelibs/fess-ds-gitbucket,https://github.com/codelibs/fess-ds-gitbucket,True,security_updates_only,security_only_ever,False,True,2020-10-13T06:42:52Z,https://github.com/codelibs/fess-ds-gitbucket/pull/3,3.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:28:31.782724+00:00
codelibs/fess-ds-gsuite,https://github.com/codelibs/fess-ds-gsuite,True,security_updates_only,security_only_ever,False,True,2020-10-12T23:19:59Z,https://github.com/codelibs/fess-ds-gsuite/pull/5,5.0,dependabot,Bump junit from 4.13 to 4.13.1,False,,,,,,2026-08-14T17:28:39.234647+00:00
codemonstur/HTMLCompiler,https://github.com/codemonstur/HTMLCompiler,True,security_updates_only,security_only_ever,False,True,2021-08-23T21:17:02Z,https://github.com/codemonstur/HTMLCompiler/pull/1,1.0,dependabot,Bump jsoup from 1.14.1 to 1.14.2,False,,,,,,2026-08-14T17:28:46.404862+00:00
codescape/bitvunit,https://github.com/codescape/bitvunit,True,security_updates_only,security_only_ever,False,True,2020-10-13T10:16:18Z,https://github.com/codescape/bitvunit/pull/32,32.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:28:52.939430+00:00
cofcool/chaos-server,https://github.com/cofcool/chaos-server,True,security_updates_only,security_only_ever,False,True,2020-01-21T22:20:26Z,https://github.com/cofcool/chaos-server/pull/10,10.0,dependabot,Bump spring.version from 5.1.6.RELEASE to 5.2.3.RELEASE in /spring-mvc-openfeign,False,,,,,,2026-08-14T17:28:59.815370+00:00
cometd/cometd,https://github.com/cometd/cometd,True,both_security_and_version_updates,security_then_version,True,True,2020-10-13T06:38:46Z,https://github.com/cometd/cometd/pull/936,936.0,dependabot,Bump junit from 4.12 to 4.13.1,True,.github/dependabot.yml,2020-10-23T17:28:30Z,38f086ff0eac8fcf92fb111901e582912f9809fd,https://github.com/cometd/cometd/commit/38f086ff0eac8fcf92fb111901e582912f9809fd,10.451203703703703,2026-08-14T17:29:06.352016+00:00
commercetools/commercetools-jvm-sdk,https://github.com/commercetools/commercetools-jvm-sdk,True,security_updates_only,security_only_ever,False,True,2019-07-29T12:26:27Z,https://github.com/commercetools/commercetools-jvm-sdk/pull/1959,1959.0,dependabot,Bump jackson.version from 2.9.9 to 2.10.0.pr1,False,,,,,,2026-08-14T17:29:13.618687+00:00
confluentinc/parallel-consumer,https://github.com/confluentinc/parallel-consumer,True,both_security_and_version_updates,security_then_version,True,True,2022-03-04T12:55:44Z,https://github.com/confluentinc/parallel-consumer/pull/207,207.0,dependabot,build(deps): bump actions/setup-java from 1 to 3,True,.github/dependabot.yml,2022-03-23T13:48:56Z,1b3c928d424f6b9dfd5abca25e5734760d23db4b,https://github.com/confluentinc/parallel-consumer/commit/1b3c928d424f6b9dfd5abca25e5734760d23db4b,19.036944444444444,2026-08-14T17:29:20.136435+00:00
contentful/contentful-management.java,https://github.com/contentful/contentful-management.java,True,security_updates_only,security_only_ever,False,True,2020-01-31T18:17:39Z,https://github.com/contentful/contentful-management.java/pull/135,135.0,dependabot,Bump checkstyle from 8.18 to 8.29,False,,,,,,2026-08-14T17:29:27.092714+00:00
contentful/contentful.java,https://github.com/contentful/contentful.java,True,security_updates_only,security_only_ever,False,True,2020-01-31T18:17:36Z,https://github.com/contentful/contentful.java/pull/205,205.0,dependabot,Bump checkstyle from 8.18 to 8.29,False,,,,,,2026-08-14T17:29:34.310287+00:00
conveyal/r5,https://github.com/conveyal/r5,True,security_updates_only,security_only_ever,False,True,2020-01-30T14:38:38Z,https://github.com/conveyal/r5/pull/572,572.0,dependabot,build(deps): bump jackson.version from 2.6.1 to 2.10.2,False,,,,,,2026-08-14T17:29:40.149047+00:00
cose-wg/cose-java,https://github.com/cose-wg/cose-java,True,security_updates_only,security_only_ever,False,True,2020-10-12T21:27:00Z,https://github.com/cose-wg/COSE-JAVA/pull/99,99.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:29:47.872143+00:00
couchbase/kafka-connect-couchbase,https://github.com/couchbase/kafka-connect-couchbase,True,security_updates_only,security_only_ever,False,True,2019-11-13T04:31:55Z,https://github.com/couchbase/kafka-connect-couchbase/pull/16,16.0,dependabot,Bump jackson-databind from 2.9.1 to 2.9.10.1 in /examples/json-producer,False,,,,,,2026-08-14T17:29:54.373534+00:00
craftercms/core,https://github.com/craftercms/core,True,both_security_and_version_updates,security_then_version,True,True,2019-11-13T06:18:12Z,https://github.com/craftercms/core/pull/115,115.0,dependabot,Bump jackson-databind from 2.9.9.3 to 2.9.10.1,True,.github/dependabot.yml,2023-12-08T16:44:29Z,d7f1790bbd71643d86800b2cb9cbca82df2c36e4,https://github.com/craftercms/core/commit/d7f1790bbd71643d86800b2cb9cbca82df2c36e4,1486.4349189814816,2026-08-14T17:30:01.505259+00:00
craftercms/profile,https://github.com/craftercms/profile,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2023-12-08T16:44:29Z,94be1b5c4f1efee244b77fe9d4b989b795fea269,https://github.com/craftercms/profile/commit/94be1b5c4f1efee244b77fe9d4b989b795fea269,,2026-08-14T17:30:10.627078+00:00
craftercms/search,https://github.com/craftercms/search,True,both_security_and_version_updates,security_then_version,True,True,2019-11-13T09:49:03Z,https://github.com/craftercms/search/pull/189,189.0,dependabot,Bump jackson-databind from 2.9.9.3 to 2.9.10.1,True,.github/dependabot.yml,2023-12-08T16:44:29Z,93fed16326a38ba3cc9a020c37a3a1dadaf8e0b9,https://github.com/craftercms/search/commit/93fed16326a38ba3cc9a020c37a3a1dadaf8e0b9,1486.2884953703704,2026-08-14T17:30:18.103000+00:00
credibledoc/credible-doc,https://github.com/credibledoc/credible-doc,True,security_updates_only,security_only_ever,False,True,2021-08-23T21:11:51Z,https://github.com/credibledoc/credible-doc/pull/13,13.0,dependabot,Bump jsoup from 1.14.1 to 1.14.2 in /log-combiner-parent/log-labelizer,False,,,,,,2026-08-14T17:30:25.440917+00:00
cryptomator/siv-mode,https://github.com/cryptomator/siv-mode,True,both_security_and_version_updates,security_then_version,True,True,2023-06-14T22:47:39Z,https://github.com/cryptomator/siv-mode/pull/21,21.0,dependabot,Bump guava from 31.0.1-jre to 32.0.0-jre,True,.github/dependabot.yml,2023-10-05T05:52:38Z,852f63692c2b3cef22ba3303980843c196f8e74a,https://github.com/cryptomator/siv-mode/commit/852f63692c2b3cef22ba3303980843c196f8e74a,112.29512731481482,2026-08-14T17:30:31.297702+00:00
cryptomator/webdav-nio-adapter,https://github.com/cryptomator/webdav-nio-adapter,True,both_security_and_version_updates,security_then_version,True,True,2020-08-05T15:08:22Z,https://github.com/cryptomator/webdav-nio-adapter/pull/25,25.0,dependabot,Bump jetty.version from 9.4.28.v20200408 to 9.4.31.v20200723,True,.github/dependabot.yml,2023-09-18T08:46:41Z,1f2090c69ec3011a0604a03cd40cd5ce931e4e60,https://github.com/cryptomator/webdav-nio-adapter/commit/1f2090c69ec3011a0604a03cd40cd5ce931e4e60,1138.7349421296296,2026-08-14T17:30:38.557202+00:00
ctron/rpm-builder,https://github.com/ctron/rpm-builder,True,security_updates_only,security_only_ever,False,True,2020-10-13T03:24:02Z,https://github.com/ctron/rpm-builder/pull/51,51.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:30:46.177099+00:00
cucumber/cucumber-jvm,https://github.com/cucumber/cucumber-jvm,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:30:53.754217+00:00
dadoonet/fscrawler,https://github.com/dadoonet/fscrawler,True,both_security_and_version_updates,security_then_version,True,True,2019-05-27T03:39:08Z,https://github.com/dadoonet/fscrawler/pull/729,729.0,dependabot-preview,Bump maven-jar-plugin from 3.1.0 to 3.1.2,True,.github/dependabot.yml,2021-06-22T14:17:21Z,046fe50b29da82c0edfde7afdde2d285769a9aef,https://github.com/dadoonet/fscrawler/commit/046fe50b29da82c0edfde7afdde2d285769a9aef,757.4432060185185,2026-08-14T17:31:00.767188+00:00
dadoonet/rssriver,https://github.com/dadoonet/rssriver,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:31:06.929402+00:00
dadoonet/spring-elasticsearch,https://github.com/dadoonet/spring-elasticsearch,True,both_security_and_version_updates,security_then_version,True,True,2019-05-27T03:39:03Z,https://github.com/dadoonet/spring-elasticsearch/pull/172,172.0,dependabot-preview,Bump maven-scm-plugin from 1.11.1 to 1.11.2,True,.github/dependabot.yml,2021-04-28T16:45:41Z,cbcf358af1787bf9f4de72a740f98555f2b53c36,https://github.com/dadoonet/spring-elasticsearch/commit/cbcf358af1787bf9f4de72a740f98555f2b53c36,702.5462731481482,2026-08-14T17:31:13.166806+00:00
damiencarol/jsr203-hadoop,https://github.com/damiencarol/jsr203-hadoop,True,security_updates_only,security_only_ever,False,True,2022-02-09T22:30:57Z,https://github.com/damiencarol/jsr203-hadoop/pull/42,42.0,dependabot,Bump hadoop-common from 2.9.2 to 2.10.1,False,,,,,,2026-08-14T17:31:21.196669+00:00
datasonnet/datasonnet-mapper,https://github.com/datasonnet/datasonnet-mapper,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:31:27.484863+00:00
datastax/simulacron,https://github.com/datastax/simulacron,True,security_updates_only,security_only_ever,False,True,2020-10-12T19:24:30Z,https://github.com/datastax/simulacron/pull/105,105.0,dependabot,Bump junit from 4.12 to 4.13.1,False,,,,,,2026-08-14T17:31:33.791901+00:00
davidcarboni/Cryptolite,https://github.com/davidcarboni/Cryptolite,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:31:39.239116+00:00
davidkarlsen/Commons-Transaction-Spring-Integration,https://github.com/davidkarlsen/Commons-Transaction-Spring-Integration,False,not_using_dependabot,never_detected,False,False,,,,,,False,,,,,,2026-08-14T17:31:45.144290+00:00
dblock/waffle,https://github.com/dblock/waffle,True,version_updates_config_only,version_config_only_ever,False,False,,,,,,True,.github/dependabot.yml,2020-07-04T23:45:12Z,3a3ea6b32602a5bc59f44ba73a9168039b3434ff,https://github.com/Waffle/waffle/commit/3a3ea6b32602a5bc59f44ba73a9168039b3434ff,,2026-08-14T17:31:51.424198+00:00
dbmdz/cudami,https://github.com/dbmdz/cudami,True,both_security_and_version_updates,security_then_version,True,True,2019-02-05T09:19:07Z,https://github.com/dbmdz/cudami/pull/25,25.0,dependabot-preview,Bump bootstrap from 3.3.7 to 4.2.1,True,.github/dependabot.yml,2021-05-03T12:38:26Z,b9db90d7df04c45532d7dec683eef9f26322aa04,https://github.com/dbmdz/cudami/commit/b9db90d7df04c45532d7dec683eef9f26322aa04,818.1384143518519,2026-08-14T17:32:00.875229+00:00
dbmdz/digitalcollections-model,https://github.com/dbmdz/digitalcollections-model,True,both_security_and_version_updates,security_then_version,True,True,2019-02-05T09:19:36Z,https://github.com/dbmdz/digitalcollections-model/pull/17,17.0,dependabot-preview,Bump spring-oxm from 5.1.3.RELEASE to 5.1.4.RELEASE,True,.github/dependabot.yml,2021-05-03T05:33:56Z,a1fdf557175ca2ecc8630048c3f969bcdec1976a,https://github.com/dbmdz/digitalcollections-model/commit/a1fdf557175ca2ecc8630048c3f969bcdec1976a,817.843287037037,2026-08-14T17:32:08.242061+00:00
dbmdz/iiif-apis,https://github.com/dbmdz/iiif-apis,True,both_security_and_version_updates,security_then_version,True,True,2019-02-05T09:19:50Z,https://github.com/dbmdz/iiif-apis/pull/13,13.0,dependabot-preview,Bump spotbugs-maven-plugin from 3.1.10 to 3.1.11,True,.github/dependabot.yml,2021-05-18T06:01:31Z,1d471124244601421f662effd5f14ebb08e9acd6,https://github.com/dbmdz/iiif-apis/commit/1d471124244601421f662effd5f14ebb08e9acd6,832.8622800925926,2026-08-14T17:32:15.118631+00:00
